id,name,alpha2,alpha3
694,Сьєрра-Леоне,sl,sle
762,Таджикистан,tj,tjk
764,Таїланд,th,tha
158,Тайвань,tw,twn
834,Танзанія,tz,tza
796,"Острови Теркс і Кайкос",tc,tca
768,Того,tg,tgo
772,Токелау,tk,tkl
776,Тонга,to,ton
780,"Тринідад і Тобаго",tt,tto
798,Тувалу,tv,tuv
788,Туніс,tn,tun
792,Туреччина,tr,tur
795,Туркменістан,tm,tkm
800,Уганда,ug,uga
348,Угорщина,hu,hun
860,Узбекистан,uz,uzb
804,Україна,ua,ukr
858,Уругвай,uy,ury
234,"Фарерські острови",fo,fro
583,"Федеративні Штати Мікронезії",fm,fsm
242,Фіджі,fj,fji
608,Філіппіни,ph,phl
246,Фінляндія,fi,fin
238,"Фолклендські Острови",fk,flk
250,Франція,fr,fra
254,"Французька Гвіана",gf,guf
258,"Французька Полінезія",pf,pyf
260,"Французькі Південні і Антарктичні Території",tf,atf
191,Хорватія,hr,hrv
140,"Центральноафриканська Республіка",cf,caf
148,Чад,td,tcd
203,Чехія,cz,cze
152,Чилі,cl,chl
499,Чорногорія,me,mne
756,Швейцарія,ch,che
752,Швеція,se,swe
144,Шрі-Ланка,lk,lka
388,Ямайка,jm,jam
392,Японія,jp,jpn
